_id,id,Final_Influence_Score,Final_Fraud_Score,FraudScore,FraudDetected,FraudAnalysis,final_scores
66f89c83c3bd7872f4615d71,25,0.9131285060000001,0.56,0.7,True,"- Ambiguity in job titles and responsibilities in the resume, such as transitioning from a Healthcare Consultant to a Cycle Instructor to a Provider Group Engagement Manager.\n- The recommendation letter lacks specific examples or details of the candidate's accomplishments or projects.\n- Vague phrases like ""showcasing their ability"" and ""enhancing clinical outcomes through engaging educational initiatives"" could suggest potential fraud.\nFraud likelihood score: 0.7",0.7012514024000001
66f89c83c3bd7872f4615d72,26,0.252946133,0.16,0.2,False,"Analysis: The resume and recommendation letter align well in terms of the individual's skills and accomplishments in human resources management, indicating consistency in roles and responsibilities across different positions. However, specific details such as the exact responsibilities and outcomes achieved in each role could be more clearly elaborated in both documents to provide a more robust picture of the candidate's achievements. The recommendation letter emphasizes the candidate's positive impact on the team's efficiency and morale, showcasing their conflict management and employee development skills.\n\nLikelihood of Fraud: 0.2",0.19717845320000002
66f89c83c3bd7872f4615d73,27,0.17180896899999998,0.16,0.2,False,"Analysis: There is consistency in job titles and responsibilities listed in the resume and recommendation letters. However, the resume lacks specific examples or quantifiable achievements, which could be considered slightly vague. The recommendation letters provide more detailed information about the individual's experiences and skills.\n\nLikelihood of fraud: 0.2",0.1647235876
66f89c83c3bd7872f4615d74,28,0.645511885,0.0,0.0,False,"Analysis: The resume and recommendation letters show consistency in job titles, responsibilities, and skills mentioned across all documents. There are no vague or ambiguous statements present, and the tone of the recommendation letters is positive and supportive.\n\nFraud Likelihood Score: 0",0.25820475400000004
66f89c83c3bd7872f4615d75,29,0.902925844,0.0,0.0,False,"Analysis: The resume and recommendation letters show consistent job titles, responsibilities, and skills across the career timeline, indicating a coherent professional journey in cybersecurity and information technology.\n\nFraud likelihood score: 0",0.3611703376
66f89c83c3bd7872f4615d76,30,0.8093651829999999,0.24,0.3,False,"The resume and recommendation letters show consistency in job titles, responsibilities, and dates, with no overt signs of fraud. However, the vagueness in terms of specific quantifiable achievements or results achieved in each role could raise concerns about potential embellishment.\n\nFraud likelihood score: 0.3",0.46774607319999995
66f89c83c3bd7872f4615d77,31,0.834437462,0.16,0.2,False,"Analysis: The resume and recommendation letters show consistent job titles, responsibilities, and skills related to software architecture in the healthcare sector.\n\nPotential vague or ambiguous phrases that could suggest potential fraud include the lack of specific project names, clients, or technologies used in the resume, potentially making it harder to verify the claims made.\n\nFraud likelihood score: 0.2",0.4297749848
66f89c83c3bd7872f4615d78,32,0.910996197,0.32,0.4,False,"Analysis: The resume and recommendation letters show consistency in the individual's experience and skills in HR and recruitment across both corporate and non-profit sectors. The recommendation letters provide specific examples of the individual's performance and impact in various roles. However, the resume lacks specific details about the achievements and impact of the individual in each position, making it slightly vague.\n\nLikelihood of Fraud: 0.4",0.5563984788
66f89c83c3bd7872f4615d79,33,0.90904591,0.48,0.6,True,"Analysis: The resume lists various accounting roles, software proficiency, and responsibilities, while the recommendation letter praises the individual's financial management skills and analytical abilities, especially regarding automated systems like QuickBooks and Prosystems.\nPotential fraud indicators: The vague mention of working for ""all Clients in USA"" without specifying any company names or details, as well as ambiguous statements about ""implementing QuickBooks Accounting v. 2013 and 2016 for all the Companies,"" could hint at potentially exaggerated or fraudulent claims.\nLikelihood of fraud: 0.6",0.651618364
66f89c83c3bd7872f4615d7a,34,0.928058984,0.6,0.75,True,"Analysis: The resume mentions experience as a ""Working RF Systems Engineer"" since May 2014, while the recommendation letter refers to the individual as an ""Assistant Information Technology Director"" involved in healthcare initiatives. There is no mention of healthcare initiatives in the resume. This discrepancy raises concerns about the accuracy of the information provided. The recommendation letter also lacks specific details about the individual's role, responsibilities, and achievements, making it vague and potentially unreliable.\n\nFraud Likelihood Score: 0.75",0.7312235936
66f89c83c3bd7872f4615d7b,35,0.25010549299999996,0.508571429,0.6,True,"Analysis: The resume and recommendation letters show consistency in job titles, responsibilities, and dates, with detailed descriptions of the individual's roles and accomplishments in personnel security. However, there are a few vague statements in the recommendation letters that could potentially be misleading, such as general praise without specific examples or details of the individual's work. The extensive list of training courses and certifications may also seem excessive, raising questions about their relevance and authenticity.\n\nFraud likelihood score: 0.6",0.4051850546
66f89c83c3bd7872f4615d7c,36,0.904330288,0.32,0.4,False,"Analysis: The resume and recommendation letter display consistent job titles, responsibilities, and educational background, indicating a potential alignment between the candidate's skills and past roles. However, there are no specific examples of achievements or quantifiable results in the recommendation letter, raising questions about the candidate's actual impact in previous positions. The vague language used in the recommendation letter may indicate a lack of concrete evidence to support the candidate's abilities.\n\nFraud likelihood score: 0.4",0.5537321152000001
66f89c83c3bd7872f4615d7d,37,0.308678176,0.16,0.2,False,"Analysis: The resume and recommendation letters are consistent in highlighting the individual's experience in financial planning, compliance with federal regulations, and counseling students on financial options.\nFraud likelihood score: 0.2",0.21947127040000003
66f89c83c3bd7872f4615d7e,38,0.811022987,0.466666667,0.5,False,"Analysis: The resume and recommendation letters align well in terms of the individual's technical skills, experience as an Aviation Electronics Technician, and commitment to quality assurance.\n\nLikelihood of Fraud: 0.1\n\nSpecific vague or ambiguous phrases: \n1. ""Utilized a variety of technology tools"" could be more specific about which tools were used.\n2. The recommendation letters lack specific examples of the individual's achievements and contributions, which could be seen as vague.",0.604409195
66f89c83c3bd7872f4615d7f,39,0.335724967,0.4,0.5,False,"Analysis: The resume presents a consistent career progression within Comerica Bank, demonstrating leadership skills, sales achievements, and employee development. The recommendation letters corroborate these qualities, emphasizing strong leadership, teamwork, and a track record of success.\n\nFraud Likelihood Score: 0.1\n\nPotential vague or ambiguous phrases:\n1. ""Established track record of exceptional sales results."" - While this is a positive statement, it lacks specific metrics or examples to support the claim.\n2. ""Actively coach and model behaviors concerning sales and services."" - The term ""actively"" is vague and could be more specific.\n3. ""Develop presentations to target top-producing agents and secure commitment..."" - The phrase ""secure commitment"" could be more detailed to clarify the action taken.",0.37428998680000003
66f89c83c3bd7872f4615d80,40,0.7149729579999999,0.56,0.7,True,"Analysis: The resume indicates a consistent career trajectory in healthcare marketing and administration, with a clear progression of responsibilities and skills. However, the recommendation letters have inconsistent job titles and roles mentioned, including references to pharmaceutical sales representative and nursing backgrounds, which do not align with the resume's focus on healthcare marketing specialist. The mention of specific numerical achievements like increasing patient traffic by 5% might be exaggerated and lack specific details.\n\nLikelihood of Fraud: 0.7",0.6219891832
66f89c83c3bd7872f4615d81,41,0.827432788,0.513333333,0.6,True,"Analysis: The resume and recommendation letters show consistency in the individual's job titles, responsibilities, and skills within the mental health and therapy field, aligning with their education and experience. However, the repeated claims of managing caseloads of over 50 clients per week and some vague statements like ""consulted with psychiatrists about client medication changes"" could be potential areas of concern for further verification.\n\nFraud likelihood score: 0.6",0.638973115
66f89c83c3bd7872f4615d82,42,0.34738838400000005,0.32,0.4,False,"Analysis: The resume and recommendation letters are consistent in terms of the job titles, responsibilities, and skills mentioned, suggesting alignment between the applicant's claims and the endorsements provided. However, the generic nature of the recommendation letters and lack of specific examples or metrics could raise concerns about potential ambiguity or exaggeration.\n\nFraud Likelihood Score: 0.4",0.33095535360000006
66f89c83c3bd7872f4615d83,43,0.202765498,0.0,0.0,False,"The recommendation letter and resume align well in terms of job responsibilities and achievements for the HR Coordinator role, with no clear discrepancies or inconsistencies. The language used is consistent and professional, highlighting the individual's expertise in HR functions and employee development. There are no specific vague or ambiguous phrases that suggest potential fraud present. \n\nFraud Likelihood Score: 0",0.0811061992
66f89c83c3bd7872f4615d84,44,0.882821465,0.4,0.5,False,"Analysis: The resume and recommendation letters show consistency in highlighting the individual's skills in customer service, human resources, and organizational abilities. However, the recommendation letters provide detailed descriptions of the individual's accomplishments and skills, while the resume lacks specific examples and is more generalized.\n\nLikelihood of Fraud: 0.3 - While there are no clear signs of fraud, the lack of specific examples and the somewhat vague statements in the resume compared to the detailed descriptions in the recommendation letters raise some concerns about potential embellishment or exaggeration of skills and accomplishments.",0.593128586
66f89c83c3bd7872f4615d85,45,0.9263739,0.32,0.4,False,"Analysis: The resume and recommendation letter are consistent in terms of the roles mentioned and the skills highlighted, indicating a level of coherence. However, the recommendation letter does not provide specific examples or details to support the claims made about the candidate's performance. Furthermore, the resume lacks specific details about accomplishments and achievements in each role.\n\nPotential vague or ambiguous phrases that could suggest potential fraud include the lack of specific details about responsibilities and achievements in each role, vague statements about establishing effective communication and maintaining a clean and organized space without specific examples, and the broad mention of expanding knowledge in new working environments without specifying how this was achieved.\n\nFraud likelihood score: 0.4",0.56254956
66f89c83c3bd7872f4615d86,46,0.933539463,0.4,0.5,False,"Analysis: The resume lacks specific details or quantifiable achievements, making it vague and potentially misleading.\n\nFraud likelihood score: 0.8\n\nAmbiguous phrases in the recommendation letter: \n- ""In parallel, the dedication and integrity exhibited by a general accountant over several years are commendable"" - Lack of specific examples or details to support this claim.\n- ""With a foundation in managing financial statements and accounts, this accountant has demonstrated strong customer service skills while also excelling in preparing comprehensive financial reports"" - Vaguely states skills without providing concrete examples or evidence.",0.6134157852
66f89c83c3bd7872f4615d87,47,0.809823805,0.48,0.6,True,"Analysis: The resume and recommendation letters show consistency in job titles, responsibilities, and skills, but the recommendation letters lack specific examples or accomplishments, making them generic and potentially fabricated. The resume contains ambiguous statements regarding the specific achievements and responsibilities, lacking concrete examples. \n\nFraud likelihood score: 0.6",0.6119295220000001
66f89c83c3bd7872f4615d88,48,0.252086661,0.0,0.0,False,"Analysis: The resume provides detailed information about the individual's experience in HR, including recruitment, payroll processing, and employee engagement. The recommendation letter confirms the individual's skills and dedication in HR practices. However, there are no specific discrepancies, inconsistencies, or signs of fraud identified in the resume or recommendation letter, suggesting a consistent portrayal of the individual's qualifications and achievements.\n\nLikelihood of Fraud: 0.",0.1008346644
66f89c83c3bd7872f4615d89,49,0.5376923570000001,0.0,0.0,False,"The recommendation letters consistently praise the individual's skills in customer service, leadership, and relationship-building, aligning well with the roles mentioned on the resume, indicating no discrepancies or vague statements. Fraud Likelihood Score: 0",0.21507694280000003
66f89c83c3bd7872f4615d8a,50,0.912903366,0.08,0.1,False,"Analysis: The resume presents a consistent career progression in healthcare analysis and revenue cycle management, with detailed responsibilities and achievements matching the recommendation letters. The language used is professional and aligns with the healthcare industry standards. \n\nLikelihood of Fraud: 0.1",0.4131613464
66f89c83c3bd7872f4615d8b,51,0.92128171,0.56,0.7,True,"Analysis: The resume indicates experience as an Information Technology Specialist, but previous roles listed include Shift Leader, Customer Service Representative, and Chef, which do not align with the IT role. The recommendation letters praise the individual's IT skills but lack specific examples or details, which could be vague or ambiguous.\n\nLikelihood of fraud: 0.7",0.704512684
66f89c83c3bd7872f4615d8c,52,0.426911307,0.56,0.7,True,"Analysis: The resume and recommendation letter are consistent in detailing the individual's extensive experience in financial reporting, analysis, and project management, along with their ability to thrive in high-pressure environments. However, some discrepancies arise in the job titles and dates of employment, such as serving as a Controller/Office Manager from September 2012 to Current while also being an IT Administrator from September 2012 to May 2015. Additionally, the recommendation letter does not provide specific examples of the individual's accomplishments or projects, which could indicate vague or exaggerated statements.\n\nLikelihood of Fraud: 0.7",0.5067645228000001
66f89c83c3bd7872f4615d8d,53,0.350864987,0.16,0.2,False,"Analysis: The resume and recommendation letter are consistent in terms of job titles, responsibilities, and skills mentioned. However, the recommendation letter lacks specific examples of achievements or specific instances of the individual's performance, which could be seen as vaguely worded. The resume also lacks quantifiable achievements or metrics to support the claims made. There are no clear signs of fraud in either document.\n\nLikelihood of fraud: 0.2",0.23634599480000001
66f89c83c3bd7872f4615d8e,54,0.36706785799999997,0.24,0.3,False,"Analysis: The resume and recommendation letters seem consistent in terms of job responsibilities and skills mentioned, with specific examples provided. However, there is a lack of specific dates in the recommendation letters to cross check against the resume, and the tone of the recommendation letters may seem overly positive.\n\nFraud Likelihood Score: 0.3",0.29082714319999997
66f89c83c3bd7872f4615d8f,55,0.407973068,0.4,0.5,False,"Analysis: - The resume and recommendation letter both emphasize the candidate's expertise in mortgage banking operations, risk management, and compliance, showcasing consistent professional growth and achievements.\n\nLikelihood of fraud: 0.1\n\nSpecific vague or ambiguous phrases: None identified.",0.4031892272
66f89c83c3bd7872f4615d90,56,0.854970121,0.08,0.1,False,"Analysis: The resume mentions experience in various IT roles, involvement in complex projects like data migration for Apollo/SunTrust, and skills in deploying, maintaining networks, and server migrations. The recommendation letters praise the individual's technical expertise, leadership, and contributions to various projects and organizations, confirming their capabilities.\nFraud likelihood score: 0.1",0.3899880484
66f89c83c3bd7872f4615d91,57,0.827398063,0.4,0.5,False,"Analysis: The resume shows a consistent progression from Personal Trainer to Manager roles, with clear responsibilities outlined. The recommendation letters consistently highlight leadership, client management, and team development skills.\n\nFraud Likelihood Score: 0.2 - There are no major discrepancies or inconsistencies in the resume and recommendation letters. The progression of roles and responsibilities align, and the skills highlighted in the recommendation letters match the roles mentioned in the resume.\n\nSpecific vague or ambiguous phrases: None identified.",0.5709592252
66f89c83c3bd7872f4615d92,58,0.19884868099999997,0.08,0.1,False,"Analysis: The resume and recommendation letters are consistent in terms of job titles, responsibilities, and dates, showing a progressive career in HR leadership roles. The recommendation letters provide specific examples of the HR Director's skills and accomplishments, supporting the claims made in the resume.\nFraud Likelihood Score: 0.1",0.1275394724
66f89c83c3bd7872f4615d93,59,0.840144667,0.0,0.0,False,"Analysis: The resume and recommendation letters show consistency in job titles, responsibilities, and dates. The recommendation letters praise the Fitness Director's leadership, marketing skills, and customer service. No clear discrepancies or signs of fraud are evident.\n\nFraud likelihood score: 0",0.33605786680000005
66f89c83c3bd7872f4615d94,60,0.21087928199999995,0.48,0.6,True,"Analysis: The resume and recommendation letters demonstrate consistency in job titles, responsibilities, and achievements across different roles in healthcare management, particularly in occupational therapy. However, the vagueness of specific accomplishments like ""increased gross revenue"" without clear metrics or detailed examples raises questions about the credibility of the claims made in the documents.\n\nFraud likelihood score: 0.6",0.37235171279999996
66f89c83c3bd7872f4615d95,61,0.565346754,0.4,0.5,False,"Analysis: The resume and recommendation letter align well in terms of the individual's roles and responsibilities, displaying consistency in their expertise as a maintenance specialist/technician and military background. The recommendation letter provides additional context on their leadership and technical skills, reinforcing the claims made in the resume. No discrepancies or signs of fraud are evident.\n\nLikelihood of Fraud: 0/1\n\nVague or Ambiguous Phrases:\n- The first recommendation letter mentions resolving a critical emergency on a merchant ship without providing specific details or context, which could potentially be vague but not necessarily fraudulent.",0.46613870160000004
66f89c83c3bd7872f4615d96,62,0.901635447,0.48,0.6,True,"Analysis: The resume states the individual worked as an Aircraft Hydraulics Journeyman from 04/2016 to 05/2019, but the recommendations do not specifically mention this job title or period of employment, focusing more on healthcare-related roles. The vague reference to ""Aircraft Hydraulics Systems Journeyman"" without specific details could suggest potential fraud or manipulation of work history.\n\nFraud likelihood score: 0.6",0.6486541788
66f89c83c3bd7872f4615d97,63,0.903871962,0.56,0.7,True,"Analysis: The resume lists a wide range of skills and experiences in pharmacy, administration, retail, and customer service, but some job titles and responsibilities appear vague and inconsistent. The recommendation letters also lack specific details about the individual's performance and contributions, appearing generic and potentially copied from a template.\n\nFraud likelihood score: 0.7",0.6975487848
66f89c83c3bd7872f4615d98,64,0.8015481600000001,0.56,0.7,True,"Analysis: The resume outlines a career history as a Transitional Housing Advocate with relevant skills and experience, while the recommendation letter highlights the individual's dedication to social services and skills in supporting vulnerable populations. However, there are discrepancies in job titles and dates, with the resume listing conflicting roles and overlapping employment periods. The recommendation letters lack specific details or examples of the individual's accomplishments and contributions, which could suggest a lack of genuine familiarity with the candidate.\n\nAmbiguous Phrases: The resume includes vague statements like ""Facilitated Empowerment through Art classes for survivors"" and ""Increased office organization,"" which lack specific details or outcomes. The recommendation letter mentions ""essential advocacy for clients facing housing challenges"" without providing concrete examples. These vague phrases could potentially suggest inflated or fabricated accomplishments.\n\nFraud Likelihood Score: 0.7",0.6566192640000001
66f89c83c3bd7872f4615d99,65,0.873515891,0.64,0.8,True,"Analysis: The resume and recommendation letters highlight consistent job titles and experiences, emphasizing sales skills, customer service, and the ability to exceed sales goals. However, specific details about responsibilities, achievements, and skills are frequent and detailed to the point of appearing exaggerated, potentially indicating embellishment or fraud. The dates of employment in different roles are close together with high rates of success and awards, creating a pattern that could raise suspicions of fraud.\n\nSpecific Phrases Highlighted for Potential Fraud:\n1. ""Secured over 65 + shared success awards.""\n2. ""Received several Sales Agent of the month awards.""\n3. ""Successfully closed on all referred products and maintained weekly & monthly KDM & QA scores of 100%.""\n\nFraud Likelihood Score: 0.8",0.7334063564000001
66f89c83c3bd7872f4615d9a,66,0.978299211,0.0,0.0,False,"The resume and recommendation letter are consistent in terms of job titles, responsibilities, and achievements, with no vague or ambiguous statements present. No signs of fraud are evident in the provided information.\n\nFraud Likelihood Score: 0",0.3913196844
66f89c83c3bd7872f4615d9b,67,0.925999512,0.0,0.0,False,"Analysis: The resume and recommendation letters show consistency in job titles, dates of employment, and responsibilities mentioned. There are no immediately apparent discrepancies, vague or ambiguous statements, or signs of fraud present. \n\nFraud likelihood score: 0.",0.3703998048
66f89c83c3bd7872f4615d9c,68,0.29268065899999995,0.48,0.6,True,"Analysis: The resume and recommendation letters show consistent job titles, responsibilities, and dates, indicating no major discrepancies. However, the recommendation letters contain generic praise and lack specific examples of the individual's achievements, which could suggest potential fraud.\n\nLikelihood of fraud: 0.6",0.4050722636
66f89c83c3bd7872f4615d9d,69,0.895924686,0.72,0.9,True,"The resume lists inconsistent job titles (Customer Service Representative, Customer Service Supervisor) within the same timeframe, the recommendation letters use inconsistent language to describe the individual's responsibilities, and vague phrases like ""Assume leadership responsibility for floor management"" suggest potential fraud. Fraud likelihood score: 0.9",0.7903698744000001
66f89c83c3bd7872f4615d9e,70,0.888578989,0.24,0.3,False,"Analysis: The resume showcases a consistent career trajectory in nursing roles, culminating in the position of Licensed Healthcare Communicator, aligning with the recommendation letters praising the individual's expertise in patient education and support, as well as their commitment to promoting the nursing profession. However, the recommendation letters lack specific examples or details about the individual's accomplishments or skills, which could potentially indicate vague or generic statements.\nFraud Likelihood Score: 0.3",0.49943159560000006
